network_id,ssid,bssid,scan_id,timestamp,channel,frequency,mean_rssi,strongest_rssi,observation_count,latitude,longitude,matched_access_points,residual_rmse,confidence_score,estimated_radius_m
AGP Intern | 7c:5a:1c:33:f0:13,AGP Intern,7c:5a:1c:33:f0:13,scan_178,2026-04-08 13:11:38,44.0,5220.0,-82.0,-82,1,48.89155710783092,8.699791423417354,6.0,1.9197149913969689,3.125463950059495,17.11328304161781
AGP Intern | 7c:5a:1c:33:f0:13,AGP Intern,7c:5a:1c:33:f0:13,scan_190,2026-04-08 13:12:42,44.0,5220.0,-75.0,-75,1,,,,,,10.0
AGP Intern | c8:4f:86:98:e8:d4,AGP Intern,c8:4f:86:98:e8:d4,scan_189,2026-04-08 13:12:39,36.0,5180.0,-94.0,-94,1,48.89149656003552,8.699653239922208,12.0,3.518418217974478,3.4106235406285195,42.986623470822764
AGP Intern | c8:4f:86:98:e8:d4,AGP Intern,c8:4f:86:98:e8:d4,scan_191,2026-04-08 13:12:46,36.0,5180.0,-88.0,-88,1,48.89150613138949,8.699934532021045,14.0,12.870736536277247,1.0877388376756707,27.12272579332028
AGP Media | 82:5a:1c:33:f0:13,AGP Media,82:5a:1c:33:f0:13,scan_165,2026-04-08 13:10:39,44.0,5220.0,-88.0,-88,1,48.891256674605046,8.699517101570683,17.0,4.798411059734762,3.5428394500532217,27.12272579332028
AGP Media | 82:5a:1c:33:f0:13,AGP Media,82:5a:1c:33:f0:13,scan_178,2026-04-08 13:11:38,44.0,5220.0,-83.0,-83,1,48.89155710783092,8.699791423417354,6.0,1.9197149913969689,3.125463950059495,18.478497974222908
AGP Media | 82:5a:1c:33:f0:13,AGP Media,82:5a:1c:33:f0:13,scan_189,2026-04-08 13:12:39,44.0,5220.0,-77.0,-77,1,48.89149656003552,8.699653239922208,12.0,3.518418217974478,3.4106235406285195,11.659144011798316
AGP Media | ce:4f:86:98:e8:d4,AGP Media,ce:4f:86:98:e8:d4,scan_178,2026-04-08 13:11:38,36.0,5180.0,-94.0,-94,1,48.89155710783092,8.699791423417354,6.0,1.9197149913969689,3.125463950059495,42.986623470822764
AGP Media | ce:4f:86:98:e8:d4,AGP Media,ce:4f:86:98:e8:d4,scan_191,2026-04-08 13:12:46,36.0,5180.0,-88.0,-88,1,48.89150613138949,8.699934532021045,14.0,12.870736536277247,1.0877388376756707,27.12272579332028
AGP Mitarbeiter | 86:5a:1c:33:f0:0b,AGP Mitarbeiter,86:5a:1c:33:f0:0b,scan_189,2026-04-08 13:12:39,11.0,2462.0,-71.0,-71,1,48.89149656003552,8.699653239922208,12.0,3.518418217974478,3.4106235406285195,7.3564225445964135
AGP Mitarbeiter | 86:5a:1c:33:f0:13,AGP Mitarbeiter,86:5a:1c:33:f0:13,scan_165,2026-04-08 13:10:39,44.0,5220.0,-87.0,-87,1,48.891256674605046,8.699517101570683,17.0,4.798411059734762,3.5428394500532217,25.118864315095795
AGP Mitarbeiter | 86:5a:1c:33:f0:13,AGP Mitarbeiter,86:5a:1c:33:f0:13,scan_189,2026-04-08 13:12:39,44.0,5220.0,-78.0,-78,1,48.89149656003552,8.699653239922208,12.0,3.518418217974478,3.4106235406285195,12.589254117941675
AGP Mitarbeiter | d2:4f:86:98:e8:d4,AGP Mitarbeiter,d2:4f:86:98:e8:d4,scan_177,2026-04-08 13:11:36,36.0,5180.0,-91.0,-91,1,,,,,,34.14548873833603
AGWLAN | 3c:a6:2f:25:77:a2,AGWLAN,3c:a6:2f:25:77:a2,scan_213,2026-04-08 13:14:42,52.0,5260.0,-88.0,-88,1,48.891375181635986,8.700528598569974,12.0,11.55679160564761,1.0383504703966282,27.12272579332028
ANATOLIEN-GRILL-HOTSPOT | e4:8d:8c:f2:9e:7f,ANATOLIEN-GRILL-HOTSPOT,e4:8d:8c:f2:9e:7f,scan_259,2026-04-08 13:23:48,1.0,2412.0,-74.0,-74,1,48.89142922534728,8.701488678020748,3.0,0.7932744932682176,3.0,9.261187281287935
ANATOLIEN-GRILL-HOTSPOT | e4:8d:8c:f2:9e:7f,ANATOLIEN-GRILL-HOTSPOT,e4:8d:8c:f2:9e:7f,scan_456,2026-04-08 13:42:26,1.0,2412.0,-67.0,-67,1,,,,,,5.411695265464636
AP-20:f4:1b:d1:24:4b | 20:f4:1b:d1:24:4b,AP-20:f4:1b:d1:24:4b,20:f4:1b:d1:24:4b,scan_617,2026-04-08 14:07:21,36.0,5180.0,-91.0,-91,1,,,,,,34.14548873833603
AP-20:f4:1b:d1:24:4b | 20:f4:1b:d1:24:4b,AP-20:f4:1b:d1:24:4b,20:f4:1b:d1:24:4b,scan_618,2026-04-08 14:07:30,36.0,5180.0,-91.0,-91,1,,,,,,34.14548873833603
AP-67437208-6d93-4d | 20:f4:1b:d1:1c:0a,AP-67437208-6d93-4d,20:f4:1b:d1:1c:0a,scan_01,2026-04-08 11:32:48,36.0,5180.0,-81.0,-81,1,48.87857468932462,8.715884222781341,4.0,0.7427577504572096,4.0,15.848931924611133
AP-67437208-6d93-4d | 20:f4:1b:d1:1c:0a,AP-67437208-6d93-4d,20:f4:1b:d1:1c:0a,scan_04,2026-04-08 11:33:11,36.0,5180.0,-74.0,-74,1,48.87861666485961,8.715649833996656,5.0,1.8641569927116743,2.682177530942181,9.261187281287935
APR1 | 00:0f:a3:1a:da:b2,APR1,00:0f:a3:1a:da:b2,scan_284,2026-04-08 13:26:09,3.0,2422.0,-93.0,-93,1,48.89100613583251,8.701769685720047,3.0,0.43609371848802253,3.0,39.810717055349734
APR1 | 00:0f:a3:1a:da:b2,APR1,00:0f:a3:1a:da:b2,scan_292,2026-04-08 13:26:52,3.0,2422.0,-79.0,-79,1,48.89070212649259,8.701322338551714,9.0,38.45804267550426,0.23402127029549855,13.593563908785255
APR1 | 00:0f:a3:1a:da:b2,APR1,00:0f:a3:1a:da:b2,scan_295,2026-04-08 13:27:07,3.0,2422.0,-73.0,-73,1,,,,,,8.576958985908941
Absolut | 50:e6:36:2b:c3:04,Absolut,50:e6:36:2b:c3:04,scan_503,2026-04-08 13:52:12,120.0,5600.0,-87.0,-87,1,48.89038742541188,8.70031944316475,11.0,14.280021398254922,0.7703069689618425,25.118864315095795
Absolut-Gast | 52:e6:36:2b:c3:04,Absolut-Gast,52:e6:36:2b:c3:04,scan_341,2026-04-08 13:31:51,120.0,5600.0,-88.0,-88,1,48.89072849483904,8.700283626795647,5.0,30.851265219424544,0.16206790757002423,27.12272579332028
Actief_Guest | e6:cb:ac:be:46:f1,Actief_Guest,e6:cb:ac:be:46:f1,scan_325,2026-04-08 13:30:20,56.0,5280.0,-90.0,-90,1,48.89018331732612,8.700634654755644,12.0,26.17270791604101,0.4584928712189277,31.622776601683793
Actief_Guest | e6:cb:ac:be:46:f1,Actief_Guest,e6:cb:ac:be:46:f1,scan_329,2026-04-08 13:30:55,56.0,5280.0,-78.0,-78,1,48.8903533573928,8.700642000249212,20.0,25.048240003748734,0.798459292828829,12.589254117941675
Actief_Guest | e6:cb:ac:be:46:f1,Actief_Guest,e6:cb:ac:be:46:f1,scan_331,2026-04-08 13:31:02,56.0,5280.0,-71.0,-71,1,48.89033084249887,8.70043640206094,16.0,13.073539664822487,1.223846059308013,7.3564225445964135
Actief_Guest | e6:cb:ac:be:46:f1,Actief_Guest,e6:cb:ac:be:46:f1,scan_332,2026-04-08 13:31:07,56.0,5280.0,-60.0,-60,1,48.89028323992323,8.700309123784603,8.0,15.721930641035835,0.5088433591685736,3.1622776601683795
Actief_Guest | e6:cb:bc:be:46:f1,Actief_Guest,e6:cb:bc:be:46:f1,scan_332,2026-04-08 13:31:07,11.0,2462.0,-63.0,-63,1,48.89028323992323,8.700309123784603,8.0,15.721930641035835,0.5088433591685736,3.9810717055349722
Actief_Guest | e6:cb:bc:be:46:f1,Actief_Guest,e6:cb:bc:be:46:f1,scan_333,2026-04-08 13:31:22,11.0,2462.0,-52.0,-52,1,48.89033925276907,8.700367910261683,24.0,21.839192866678733,1.098941712109614,3.0
Actief_Internal | e0:cb:bc:be:46:f1,Actief_Internal,e0:cb:bc:be:46:f1,scan_332,2026-04-08 13:31:07,11.0,2462.0,-59.0,-59,1,48.89028323992323,8.700309123784603,8.0,15.721930641035835,0.5088433591685736,3.0
Actief_Internal | e0:cb:bc:be:46:f1,Actief_Internal,e0:cb:bc:be:46:f1,scan_333,2026-04-08 13:31:22,11.0,2462.0,-52.0,-52,1,48.89033925276907,8.700367910261683,24.0,21.839192866678733,1.098941712109614,3.0
Actief_Internal | e2:cb:ac:be:46:f1,Actief_Internal,e2:cb:ac:be:46:f1,scan_325,2026-04-08 13:30:20,56.0,5280.0,-90.0,-90,1,48.89018331732612,8.700634654755644,12.0,26.17270791604101,0.4584928712189277,31.622776601683793
Actief_Internal | e2:cb:ac:be:46:f1,Actief_Internal,e2:cb:ac:be:46:f1,scan_329,2026-04-08 13:30:55,56.0,5280.0,-78.0,-78,1,48.8903533573928,8.700642000249212,20.0,25.048240003748734,0.798459292828829,12.589254117941675
Actief_Internal | e2:cb:ac:be:46:f1,Actief_Internal,e2:cb:ac:be:46:f1,scan_331,2026-04-08 13:31:02,56.0,5280.0,-71.0,-71,1,48.89033084249887,8.70043640206094,16.0,13.073539664822487,1.223846059308013,7.3564225445964135
Actief_Internal | e2:cb:ac:be:46:f1,Actief_Internal,e2:cb:ac:be:46:f1,scan_332,2026-04-08 13:31:07,56.0,5280.0,-60.0,-60,1,48.89028323992323,8.700309123784603,8.0,15.721930641035835,0.5088433591685736,3.1622776601683795
Adrenlol | 70:54:25:5d:86:36,Adrenlol,70:54:25:5d:86:36,scan_73,2026-04-08 12:52:46,64.0,5320.0,-87.0,-87,1,48.89016039897436,8.699143695959505,12.0,22.738842910536395,0.5277313382748958,25.118864315095795
Adrenlol | 70:54:25:5d:86:36,Adrenlol,70:54:25:5d:86:36,scan_366,2026-04-08 13:33:29,64.0,5320.0,-82.0,-82,1,48.88997477538215,8.698791702962199,6.0,13.233601890236184,0.453391302667706,17.11328304161781
AgendaWB | 34:81:c4:d7:4b:bc,AgendaWB,34:81:c4:d7:4b:bc,scan_378,2026-04-08 13:34:37,100.0,5500.0,-92.0,-92,1,48.89074613667891,8.698905386098769,3.0,2.0844453761792465,1.4392317660532556,36.869450645195755
Alpakazuchtverband_gast | d6:3f:cb:8f:a7:2d,Alpakazuchtverband_gast,d6:3f:cb:8f:a7:2d,scan_574,2026-04-08 14:01:20,13.0,2472.0,-86.0,-86,1,,,,,,23.263050671536263
Altin Sofra  Gastzugang | 82:23:95:8c:ac:47,Altin Sofra  Gastzugang,82:23:95:8c:ac:47,scan_15,2026-04-08 12:03:15,40.0,5200.0,-82.0,-82,1,,,,,,17.11328304161781
Altin Sofra  Gastzugang | 82:23:95:8c:ac:47,Altin Sofra  Gastzugang,82:23:95:8c:ac:47,scan_16,2026-04-08 12:04:01,40.0,5200.0,-61.0,-61,1,48.88987866895415,8.69758287592063,12.0,18.86246620736564,0.6361840423239088,3.4145488738336014
Altin Sofra  Gastzugang | 82:23:95:8c:ac:48,Altin Sofra  Gastzugang,82:23:95:8c:ac:48,scan_16,2026-04-08 12:04:01,1.0,2412.0,-69.0,-69,1,48.88987866895415,8.69758287592063,12.0,18.86246620736564,0.6361840423239088,6.309573444801933
Altin Sofra FRITZ!Box 6690 PM | 80:23:95:8c:ac:47,Altin Sofra FRITZ!Box 6690 PM,80:23:95:8c:ac:47,scan_15,2026-04-08 12:03:15,40.0,5200.0,-82.0,-82,1,,,,,,17.11328304161781
Altin Sofra FRITZ!Box 6690 PM | 80:23:95:8c:ac:47,Altin Sofra FRITZ!Box 6690 PM,80:23:95:8c:ac:47,scan_16,2026-04-08 12:04:01,40.0,5200.0,-61.0,-61,1,48.88987866895415,8.69758287592063,12.0,18.86246620736564,0.6361840423239088,3.4145488738336014
Altin Sofra FRITZ!Box 6690 PM | 80:23:95:8c:ac:48,Altin Sofra FRITZ!Box 6690 PM,80:23:95:8c:ac:48,scan_16,2026-04-08 12:04:01,1.0,2412.0,-68.0,-68,1,48.88987866895415,8.69758287592063,12.0,18.86246620736564,0.6361840423239088,5.843414133735177
Amadeus | 00:0f:b5:de:0f:19,Amadeus,00:0f:b5:de:0f:19,scan_218,2026-04-08 13:15:04,2.0,2417.0,-83.0,-83,1,48.89143261778137,8.700578037526961,5.0,19.239477788501333,0.2598823135931631,18.478497974222908
Amadeus | 00:0f:b5:de:0f:19,Amadeus,00:0f:b5:de:0f:19,scan_219,2026-04-08 13:15:12,2.0,2417.0,-78.0,-78,1,48.89141212353638,8.700803351919319,18.0,10.34214882423241,1.7404506844674952,12.589254117941675
Amadeus | 4c:c5:3e:c2:4d:04,Amadeus,4c:c5:3e:c2:4d:04,scan_214,2026-04-08 13:14:47,11.0,2462.0,-76.0,-76,1,48.89142124448426,8.700462609482985,11.0,21.604052985190425,0.509163720693543,10.7977516232771
Amadeus | 4c:c5:3e:c2:4d:05,Amadeus,4c:c5:3e:c2:4d:05,scan_176,2026-04-08 13:11:29,36.0,5180.0,-89.0,-89,1,48.89142562877122,8.699549076731532,5.0,18.014678912256105,0.27755143593474213,29.286445646252357
Amadeus | 4c:c5:3e:c2:4d:05,Amadeus,4c:c5:3e:c2:4d:05,scan_179,2026-04-08 13:11:43,36.0,5180.0,-83.0,-83,1,,,,,,18.478497974222908
Amadeus | 4c:c5:3e:c2:4d:05,Amadeus,4c:c5:3e:c2:4d:05,scan_194,2026-04-08 13:13:03,36.0,5180.0,-78.0,-78,1,,,,,,12.589254117941675
Amadeus | 4c:c5:3e:c2:4d:05,Amadeus,4c:c5:3e:c2:4d:05,scan_211,2026-04-08 13:14:37,36.0,5180.0,-70.0,-70,1,48.89137855103457,8.700427924731997,16.0,15.620591542518492,1.0242889942067033,6.812920690579613
Amadeus | 4c:c5:3e:c2:4d:05,Amadeus,4c:c5:3e:c2:4d:05,scan_214,2026-04-08 13:14:47,36.0,5180.0,-60.0,-60,1,48.89142124448426,8.700462609482985,11.0,21.604052985190425,0.509163720693543,3.1622776601683795
Amadeus | d8:ec:e5:95:78:e5,Amadeus,d8:ec:e5:95:78:e5,scan_222,2026-04-08 13:15:22,1.0,2412.0,-73.0,-73,1,,,,,,8.576958985908941
Amadeus | d8:ec:e5:95:78:e6,Amadeus,d8:ec:e5:95:78:e6,scan_217,2026-04-08 13:15:00,48.0,5240.0,-92.0,-92,1,48.89152563822628,8.701106580344888,4.0,8.002771603348293,0.4998268347838933,36.869450645195755
An0B0x | c8:52:61:c3:d8:d8,An0B0x,c8:52:61:c3:d8:d8,scan_574,2026-04-08 14:01:20,48.0,5240.0,-92.0,-92,1,,,,,,36.869450645195755
Anaboard | c8:4f:86:87:77:95,Anaboard,c8:4f:86:87:77:95,scan_289,2026-04-08 13:26:35,132.0,5660.0,-94.0,-94,1,48.891029869736805,8.702057284183105,8.0,4.301073004757754,1.8600009790930248,42.986623470822764
Anaboard | c8:4f:86:87:77:95,Anaboard,c8:4f:86:87:77:95,scan_290,2026-04-08 13:26:42,132.0,5660.0,-88.0,-88,1,48.890930598835354,8.701657641208966,6.0,11.468760492085194,0.5231602843341887,27.12272579332028
Anaboard | c8:4f:86:87:77:95,Anaboard,c8:4f:86:87:77:95,scan_437,2026-04-08 13:40:19,132.0,5660.0,-94.0,-94,1,48.8908618005904,8.701056250009247,10.0,24.275514568842816,0.4119377149201533,42.986623470822764
Anaboard | c8:4f:86:87:77:95,Anaboard,c8:4f:86:87:77:95,scan_440,2026-04-08 13:40:42,132.0,5660.0,-89.0,-89,1,,,,,,29.286445646252357
Anaboard | c8:4f:86:87:77:95,Anaboard,c8:4f:86:87:77:95,scan_443,2026-04-08 13:40:51,132.0,5660.0,-81.0,-81,1,48.89081140271923,8.701517178379742,14.0,14.552922101805114,0.9620061113543286,15.848931924611133
AndroidAP | ea:93:c5:4e:6c:c3,AndroidAP,ea:93:c5:4e:6c:c3,scan_72,2026-04-08 12:52:37,11.0,2462.0,-73.0,-73,1,48.89011111554643,8.699152608111662,6.0,16.7981639610541,0.3571818928491691,8.576958985908941
AndroidAP_3488 | 02:08:22:d7:5a:51,AndroidAP_3488,02:08:22:d7:5a:51,scan_549,2026-04-08 13:56:59,13.0,2472.0,-70.0,-70,1,48.88945436735694,8.69792285728448,3.0,4.700065301437738,0.6382890040022013,6.812920690579613
AndroidAP_8618 | 1a:28:ed:d8:54:7f,AndroidAP_8618,1a:28:ed:d8:54:7f,scan_536,2026-04-08 13:55:18,36.0,5180.0,-87.0,-87,1,48.889857770859194,8.698469938471623,5.0,2.3577989100733805,2.120621898092398,25.118864315095795
AndroidAuto_30c6 | e0:2d:f0:ed:30:c6,AndroidAuto_30c6,e0:2d:f0:ed:30:c6,scan_536,2026-04-08 13:55:18,149.0,5745.0,-89.0,-89,1,48.889857770859194,8.698469938471623,5.0,2.3577989100733805,2.120621898092398,29.286445646252357
Apollo-Gast | ea:55:a8:b4:81:60,Apollo-Gast,ea:55:a8:b4:81:60,scan_177,2026-04-08 13:11:36,1.0,2412.0,-72.0,-72,1,,,,,,7.943282347242816
Apollo-Gast | ea:55:b8:b4:81:60,Apollo-Gast,ea:55:b8:b4:81:60,scan_101,2026-04-08 12:56:45,56.0,5280.0,-91.0,-91,1,48.89112173378877,8.699261534111105,6.0,4.975835786363509,1.2058275750263416,34.14548873833603
Apollo-Gast | ea:55:b8:b4:81:60,Apollo-Gast,ea:55:b8:b4:81:60,scan_162,2026-04-08 13:09:57,56.0,5280.0,-86.0,-86,1,,,,,,23.263050671536263
Apollo-Gast | ea:55:b8:b4:81:60,Apollo-Gast,ea:55:b8:b4:81:60,scan_171,2026-04-08 13:11:07,56.0,5280.0,-77.0,-77,1,48.891334223213406,8.699476983689554,5.0,0.9757821189889253,5.0,11.659144011798316
Apollo-Gast | ea:55:b8:b4:81:60,Apollo-Gast,ea:55:b8:b4:81:60,scan_174,2026-04-08 13:11:21,56.0,5280.0,-70.0,-70,1,48.891346479000276,8.699571261976796,15.0,13.703471459074898,1.094613145639567,6.812920690579613
Atelier Menduh | 0c:72:74:35:6e:1e,Atelier Menduh,0c:72:74:35:6e:1e,scan_411,2026-04-08 13:37:11,7.0,2442.0,-91.0,-91,1,,,,,,34.14548873833603
Atelier Menduh | 0c:72:74:35:6e:1f,Atelier Menduh,0c:72:74:35:6e:1f,scan_334,2026-04-08 13:31:29,120.0,5600.0,-92.0,-92,1,48.89021604668818,8.699410008138338,16.0,53.255798500082776,0.30043676840138134,36.869450645195755
Atelier Menduh | 0c:72:74:35:6e:1f,Atelier Menduh,0c:72:74:35:6e:1f,scan_494,2026-04-08 13:50:47,120.0,5600.0,-82.0,-82,1,48.890529419227725,8.700289400086874,7.0,11.079554549384088,0.6317943531754289,17.11328304161781
Atelier Menduh | 0c:72:74:35:6e:1f,Atelier Menduh,0c:72:74:35:6e:1f,scan_496,2026-04-08 13:51:05,120.0,5600.0,-76.0,-76,1,48.890490595975166,8.700292907686977,4.0,4.271688021589508,0.9363979718986097,10.7977516232771
Audi 62 | fa:6d:cc:c8:27:89,Audi 62,fa:6d:cc:c8:27:89,scan_336,2026-04-08 13:31:36,6.0,2437.0,-84.0,-84,1,48.89027336234054,8.700034463688626,18.0,28.97099958437292,0.6213109750520751,19.952623149688797
Audi 62_5GHz | fa:6d:cc:a8:27:89,Audi 62_5GHz,fa:6d:cc:a8:27:89,scan_332,2026-04-08 13:31:07,149.0,5745.0,-93.0,-93,1,48.89028323992323,8.700309123784603,8.0,15.721930641035835,0.5088433591685736,39.810717055349734
